-6.4727	-0.23656	1.0846	-1.6836	-1.3203	1.4535	7.2073	-2.8614	-4.3929	5.9894	-1.0432	-1.0446	-5.6637	-0.62818	0.77995	-1.2632	0	0	-0	0	0	0
-4.6434	9.376	-5.0986	-6.1679	0.89507	-2.1595	-1.6313	1.1355	5.6392	4.5572	-3.0477	-2.5347	1.4131	-1.974	-2.833	-0.76811	0	0	0	0	0	0
8.1833	0.37261	-2.0111	4.1191	10.4	-0.43146	1.5077	-4.4041	1.3406	0.88894	1.7693	2.9763	1.395	-3.5987	1.9303	-0.0058449	0	0	0	0	0	0
12.881	-1.2124	-3.3102	1.4159	-1.4743	-5.9684	-0.11898	2.8773	-2.4247	1.2606	0.53799	-1.2451	-0.87652	-1.2438	-0.46892	0.60216	-0	0	0	0	0	0
1.7457	3.2518	-3.2464	-1.9502	3.997	7.2187	4.3901	8.4102	-2.7991	-4.1366	-0.3142	-0.34861	-0.14039	-0.3255	-0.93477	1.0869	0	-0	0	0	0	0
-5.7018	1.0143	2.1025	7.1731	0.56528	1.6304	-0.4427	-0.56958	0.76698	3.071	5.0888	-3.3062	0.41635	-0.21085	-4.003	3.673	0	-0	0	0	-0	0
-2.7723	-0.77735	2.724	2.0907	-1.0677	-3.9481	4.8633	0.31227	1.4192	0.7542	-3.0066	6.7917	2.0357	4.8651	-2.6587	1.5434	0	-0	0	0	0	0
-2.3206	6.9118	10.363	3.4993	4.0585	-2.2569	0.41663	1.3944	0.93544	-3.1104	-2.5231	-2.0097	-0.35878	0.66654	-1.081	-3.1813	-0	0	-0	0	0	0
13.06	-1.0052	-3.9491	0.09138	-1.1484	-5.4683	1.9883	2.5958	-0.93399	1.5191	0.40085	-1.8269	1.1966	1.3557	2.8219	-0.55661	0	0	0	-0	-0	0
11.248	-0.0016561	-3.0042	-2.1806	2.7967	4.6373	-3.2581	-6.0212	0.67629	-1.6954	-3.2942	-1.0924	-3.855	4.385	-1.2282	0.87434	-0	-0	0	0	0	0
2.5515	-6.0124	-0.31055	3.7432	-3.6905	-0.80359	1.4678	0.89978	6.7504	-3.5228	1.6298	-3.1339	-3.4519	1.6924	0.59338	-0.875	0	0	0	0	-0	0
-4.5233	-1.4268	8.2779	-3.3599	0.66195	1.5317	-1.1744	2.5731	4.2242	1.6631	2.5246	1.9523	-2.22	-0.83702	4.9256	0.66227	-0	-0	0	-0	0	0
-3.6163	7.0901	-6.9904	8.738	-5.8015	5.3367	-1.4498	-0.4482	-0.38168	0.93357	-0.23333	1.7057	1.6174	0.4114	2.0247	-2.0095	-0	0	0	-0	0	0
9.9887	-1.5163	2.1508	-4.299	-6.6237	4.0167	2.5968	-2.1985	3.1947	-1.6474	-0.075155	2.7147	1.7866	-4.7732	-1.6362	0.40989	-0	0	-0	0	0	0
-8.4866	-8.3665	-3.6982	0.074296	1.9706	0.68296	-1.6712	0.6002	0.16244	0.38135	-1.517	0.19148	1.8244	-0.13765	0.62948	-2.5357	-0	-0	0	0	-0	0
8.5071	-0.47326	6.5931	-2.2564	-0.58576	3.641	-5.7737	2.4596	-2.329	5.1171	0.7329	0.5044	2.4198	3.3028	0.78495	-0.043775	0	0	-0	0	0	0
-4.2387	10.155	-2.5232	-5.7951	-1.0621	-3.4164	-0.96796	-2.4205	-2.1473	-3.7186	7.1531	2.2405	-1.0795	2.042	-0.22247	-0.96402	0	-0	0	0	-0	0
-8.8958	-7.8747	-4.4615	-1.1389	1.111	-0.052984	-1.6663	0.078767	-0.42641	-0.90105	0.78642	0.80539	1.1138	0.56521	0.14054	-2.1047	0	-0	-0	0	0	0
-7.8482	4.9168	-0.20992	0.54524	-1.6628	-2.3512	-1.5525	-1.5246	-1.3025	-2.8259	-4.523	-1.3754	0.62082	-1.0329	5.0146	4.5907	0	-0	-0	0	0	0
-0.38849	-3.2402	5.9351	-1.9437	-1.6507	0.30974	2.2802	-4.4535	-3.5101	-2.3502	0.25446	-4.4867	5.6677	-0.35749	-0.28474	-0.94405	0	0	0	-0	0	0
-8.4747	-8.8706	-3.6157	-3.2987	1.5181	-1.154	-1.0594	0.46182	-0.48796	-0.56551	0.55929	-0.23119	0.016732	0.25891	-1.3354	2.404	-0	0	-0	0	-0	0
0.21745	-2.0741	3.1985	2.584	-1.8866	-2.4478	-5.9518	1.1029	-3.9737	-1.6615	-1.8599	2.753	-3.8782	-4.4259	-2.959	-0.59491	0	-0	0	-0	-0	0
