-12.952	-10.425	-20.455	-4.2583	-6.2765	-1.774	-2.4596	-6.9321	-7.5099	8.1773	-0.57565	10.848	-5.8421	0	-0	-0	-0	-0	-0	0	-0	0
-3.0583	22.762	-17.173	-1.9206	0.9089	9.0489	-4.5441	3.6592	-8.9451	1.929	14.904	-7.7882	6.4262	0	0	0	0	0	-0	0	-0	0
23.526	0.62843	7.3202	2.4684	-15.409	-4.2841	0.26614	-5.0108	2.4612	8.7325	0.077175	-0.59722	13.325	-0	-0	0	-0	-0	-0	0	0	0
27.268	-5.6831	2.2347	2.256	-2.309	7.2175	-6.2507	-6.2276	-9.4062	-0.24067	-6.6626	-9.9082	-6.843	-0	-0	-0	0	0	-0	-0	0	0
3.5088	3.1733	-4.1039	8.7857	1.2249	-5.9237	3.2582	24.992	-10.369	1.3881	-9.5272	5.3705	0.42853	-0	-0	0	0	-0	-0	0	0	0
-16.015	1.2831	5.1184	2.1096	0.49214	-6.5891	15.816	-0.23038	2.5515	5.915	-1.3596	-5.4875	2.066	0	-0	-0	0	0	-0	0	0	0
-10.516	-7.3684	7.1629	-6.422	0.79397	6.2174	1.1451	-8.8886	-8.1265	-0.72426	7.2773	11.006	0.83795	0	-0	0	0	0	0	0	0	0
-5.6318	17.586	20.011	-13.687	-4.1231	4.2607	9.6791	1.9486	-2.9223	1.2424	2.4012	4.2177	-6.0861	-0	0	-0	-0	0	-0	0	-0	0
24.94	-4.6461	-5.5217	-0.30628	4.572	19.868	9.1431	0.32932	4.6651	-7.0048	-4.9646	7.9032	2.7548	0	0	-0	-0	0	-0	0	0	0
21.119	3.8833	-6.3941	3.7659	-23.668	-10.253	-0.71904	4.5273	10.466	-5.6287	8.5185	4.0049	-6.8496	0	0	0	0	0	0	0	0	0
6.6621	-17.639	6.3676	7.2924	3.5927	12.242	1.2804	3.1682	4.2916	-2.6102	4.77	-5.3108	-2.4038	-0	-0	-0	0	-0	0	0	-0	0
-13.854	-1.3434	6.241	-17.498	2.1495	-3.4807	-3.2704	6.1895	5.1876	-11.204	3.5283	-5.6039	-4.3012	0	-0	0	-0	-0	-0	-0	0	0
-5.2605	10.065	-9.9402	22.353	6.7698	-6.8024	15.717	-12.831	0.81052	-2.6744	-0.49541	-4.1416	-5.4384	0	0	0	-0	-0	-0	0	-0	0
17.681	-3.4738	-4.1098	-10.527	24.286	-7.2788	4.3401	3.5836	9.7807	8.5882	5.4281	2.9415	1.4777	0	0	0	0	0	0	-0	0	0
-15.645	-4.4486	2.0584	19.33	5.278	2.3997	-11.82	2.6891	4.53	2.3483	4.1103	3.8079	-0.36919	-0	0	-0	-0	-0	-0	0	0	0
22.427	1.2941	0.60323	-7.0496	13.054	-17.097	-11.256	-6.6942	-7.5406	-5.4166	-1.3244	-0.077099	-0.49531	-0	0	-0	-0	0	0	0	-0	0
-6.8033	26.179	-10.877	-6.8169	-0.51766	8.3524	-6.9586	-0.88478	7.1835	3.3896	-11.292	-2.5711	-2.4752	0	0	-0	-0	0	0	0	0	0
-18.149	-11.021	-6.8379	10.137	0.85703	-0.82074	-6.6256	2.4634	2.4272	-9.5644	0.092608	-0.55652	4.9649	-0	-0	-0	-0	0	0	-0	-0	0
-13.161	12.799	10.749	0.35374	0.27894	-2.4886	-7.2894	-7.9672	6.0858	-6.9333	-8.3882	5.826	6.5527	0	0	0	0	-0	-0	0	-0	0
-11.453	-16.134	1.4958	-6.3906	-3.8828	1.7688	-7.1811	0.79104	7.2804	14.467	-3.7811	-5.693	-3.1863	0	0	0	0	0	-0	0	-0	0
-11.955	-18.239	-10.034	-14.816	-7.8649	-3.8383	9.8555	-0.41113	-5.2121	-6.7844	-4.3077	-6.3819	6.0564	0	0	-0	0	-0	0	-0	0	0
-2.6771	0.76845	26.085	10.84	-0.20667	-0.7454	-2.1269	1.7356	-7.6894	2.6093	1.5711	-1.809	-0.60042	0	0	-0	-0	0	0	-0	-0	0
