-15.577	-16.346	13.871	-8.3713	6.7743	1.6406	-13.966	7.3292	1.9132	8.7817	3.1941	11.19	0	-0	-0	0	-0	-0	-0	-0	0	0
3.5317	15.417	29.307	-7.6581	1.5693	-13.788	-0.96592	2.0477	-10.214	-0.20604	-13.427	-7.3233	-0	-0	-0	0	0	-0	0	0	0	0
27.006	-1.8184	-2.9306	7.1773	15.559	6.0947	-5.3332	13.289	-3.1047	4.9838	1.4333	-9.5034	-0	0	0	0	-0	0	-0	0	0	0
30.826	-7.1922	-3.1105	3.3561	4.2004	-8.7756	-3.1109	0.27683	9.8516	-6.2829	-0.80707	8.2334	0	-0	-0	0	0	0	-0	0	-0	0
0.62191	-5.1237	6.1899	8.8693	-1.7497	-15.766	24.634	1.765	0.72251	2.3055	14.332	1.6644	-0	-0	0	0	-0	-0	0	0	0	0
-19.099	5.1025	-4.7545	7.7306	-4.2357	3.9703	5.1925	2.7956	6.6605	1.1753	-11.781	2.8024	-0	-0	-0	0	0	0	-0	-0	0	0
-14.739	-2.1402	-8.7594	-5.7492	-0.41514	-6.0514	-6.8467	0.36483	-5.4733	14.277	6.1994	-2.8441	-0	-0	-0	0	0	0	0	-0	-0	0
-6.4342	25.179	-18.012	-5.2873	5.4618	-1.5059	3.3249	-4.4707	2.8201	11.583	-2.7948	7.1904	-0	0	-0	-0	0	-0	0	0	0	0
25.772	-7.2991	1.9875	-5.2915	-6.8336	-4.1654	-8.1341	-17.327	16.457	6.4315	0.20034	-4.2945	0	-0	0	-0	-0	-0	0	0	0	0
20.686	-3.7785	6.9386	6.6427	24.146	17.278	8.0335	-7.2609	-9.7675	0.30587	0.80612	4.8573	0	-0	-0	0	0	0	0	0	-0	0
8.4239	-10.403	-14.219	4.5991	-0.81303	-4.6825	-0.28579	-14.166	-5.165	-6.1237	-6.5825	-4.185	-0	0	-0	-0	-0	0	0	-0	0	0
-15.005	4.3876	-11.695	-19.635	2.9939	10.692	4.9295	-1.9756	2.6014	-6.7367	0.69194	-1.6835	-0	-0	-0	-0	-0	0	-0	0	-0	0
-4.4954	5.0562	17.309	23.365	-15.429	13.448	5.7077	1.0748	8.4153	5.8414	-6.3255	0.92279	-0	-0	0	-0	-0	0	0	-0	0	0
13.491	-4.69	-3.0904	-19.111	-23.132	10.302	5.9771	-2.2013	-13.043	5.6468	2.7703	-4.5131	0	0	0	0	0	0	-0	-0	0	0
-13.929	-7.937	2.4853	21.616	-10.067	-1.1465	-9.7939	-7.4098	-11.372	-1.5607	4.2125	3.0987	-0	0	-0	0	-0	0	-0	0	0	0
23.068	-2.9979	-4.0554	-9.1924	-18.48	1.653	-1.6397	17.621	-0.20175	-8.467	-0.59354	7.9474	-0	0	-0	-0	0	-0	0	0	0	0
-2.2891	27.372	19.598	-11.483	3.927	-2.5489	-3.5799	-4.5435	0.97864	-7.1908	8.2344	2.7625	0	0	0	-0	-0	0	-0	-0	0	0
-19.911	-13.136	4.1804	6.4955	-0.10239	3.8706	-5.6927	2.576	5.0683	-8.3102	8.0167	-11.128	0	-0	-0	-0	0	-0	0	-0	0	0
-7.3422	27.599	-7.9641	5.8236	-0.35156	5.1249	-5.719	-1.0431	3.5355	-8.9022	6.6504	-2.1824	-0	0	0	0	-0	-0	0	-0	0	0
-18.481	-17.964	-4.3897	-3.9402	4.0996	-5.1685	0.92793	-4.8453	-8.7704	-8.1026	-6.5829	7.4379	-0	-0	0	0	0	0	0	-0	0	0
-17.093	-18.711	2.6628	-13.139	9.7238	-0.41855	8.6454	5.1059	11.627	-0.39279	-4.7946	-6.7112	0	0	-0	0	-0	0	0	0	0	0
0.96738	9.4253	-21.549	13.182	3.1531	-10.057	-2.3052	10.997	-3.5386	0.94299	-3.0518	-3.7384	0	-0	0	-0	-0	0	0	0	0	0
