5	2	-18	-12	32.62	1	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-5	10	30	2	1	27.082
5	2	-18	-12	26.46	1	1	27.082
5	2	-18	-12	24.89	1	1	27.082
3	3	-18	-12	20	1	1	27.082
5	2	-18	-12	16.4	1	1	27.082
5	2	-12	0	16	1	1	27.082
3	3	-18	-12	13.8	2	1	27.082
5	2	-18	-10	8	2	1	27.082
5	2	0	4	8	1	1	27.082
1	3	-8	0	1.1	4	1	27.082
1	3	-8	0	0.3	4	1	27.082
5	2	2	6	0.18	4	1	27.082
1	3	-8	0	0.1	4	1	27.082
1	3	-8	0	0.1	4	1	27.082
1	3	-8	0	0.05	4	1	27.082
1	3	-8	0	0.05	4	1	27.082
1	3	-8	0	0.04	4	1	27.082
5	2	0	4	30	1	1	27.06
3	2	0	15	35	2	1	27.05
3	2	0	15	19.98	2	1	27.035
3	2	0	15	37	2	1	27
1	2	-10	5	32.4	4	1	27
3	2	0	15	32	2	1	26.8124
0	2	-5	0	24	1	1	26.8
0	2	-5	0	24	1	1	26.8
3	2	0	15	38	2	1	26.7
1	2	-10	0	50	1	1	26.593
1	2	-5	0	23.4	1	1	26.507
3	2	0	15	54	2	1	26.5
3	2	0	15	12	2	1	26.5
3	3	0	15	33	2	1	26.45
3	2	0	15	34	2	1	26.4342
0	2	-5	0	19	1	1	26.35
3	2	0	15	5	2	1	26.29
3	2	0	15	52	2	1	26.279
5	2	-5	10	15	2	1	26.25
3	2	0	15	31	2	1	26.18
5	2	-5	10	29	2	1	26.18
1	2	-5	0	25.5	1	1	26.17
0	2	-2	4	51.6	4	1	26.16162
0	2	-2	4	51.6	1	1	26.16
1	2	-10	0	53	1	1	26.1276
3	3	0	15	52	2	1	26
1	2	-10	0	45	1	1	26
3	2	0	15	35	2	1	26
0	2	0	4	20	1	1	25.946
3	2	0	15	24	2	1	25.92
1	2	-5	0	22	1	1	25.9
3	2	0	15	10	2	1	25.84
1	2	-10	0	47	1	1	25.78
3	2	0	15	28	2	1	25.704
3	2	0	15	40	2	1	25.7
3	1	0	15	6	2	1	25.7
3	2	0	15	28.1	2	1	25.676
1	2	-5	0	24.7	1	1	25.64
1	2	-5	0	20	1	1	25.6005
3	2	0	15	30	2	1	25.45
2	3	-12	-4	49	1	1	25.422
1	2	-10	0	48	1	1	25.4
1	2	-5	0	23	1	1	25.364
1	2	-5	0	25	1	1	25.12
3	2	-5	10	27	2	1	25.078
3	2	-5	10	27	2	1	25.078
3	2	0	15	34	2	1	25.024
1	2	-5	0	24	1	1	25.014
1	2	-5	0	26	1	1	25.01
3	3	0	15	30	2	1	25
3	3	0	15	30	2	1	25
1	2	-5	0	26	1	1	25
3	2	0	15	25	2	1	25
1	2	-5	0	25	1	1	25
1	2	-10	0	24.7	1	1	25
1	2	-5	0	24.5	1	1	25
1	2	-5	10	24	2	1	25
1	2	-5	0	22.5	1	1	25
3	2	0	15	13.5	2	1	25
3	2	0	15	25.55	2	1	24.85
3	2	0	15	30	2	1	24.84
3	2	0	15	26.95	2	1	24.634
2	2	-10	0	25	1	1	24.625
1	2	0	4	3	4	1	24.576
3	2	0	15	25	2	1	24.5
3	2	0	15	24.4	2	1	24.293
3	2	0	15	4	2	1	24.167
0	2	-5	0	25.5	1	1	24.15543
3	3	0	15	30	2	1	24.15
1	2	-5	10	27	2	1	24.079
3	3	0	15	45	2	1	24
3	3	0	15	31	2	1	24
1	2	-5	0	26	1	1	24
1	2	-5	0	25	1	1	24
3	2	0	15	8	2	1	23.99
3	2	0	15	4	2	1	23.85
3	2	0	15	24.51	2	1	23.843
5	2	-5	10	0.148	2	1	23.784
3	2	0	15	32	2	1	23.716
1	2	0	4	3.49	4	1	23.704
3	2	0	15	4	2	1	23.58
3	2	0	15	40	2	1	23.546
3	2	0	15	40	2	1	23.54
1	2	-5	0	23.4	1	1	23.54
3	2	0	15	32	2	1	23.52
1	2	-10	5	21.48	3	1	23.4
1	2	-10	5	18.93	3	1	23.4
1	2	-10	5	13.098	3	1	23.4
1	2	-10	5	12.06	3	1	23.4
1	2	-5	10	27	2	1	23.283
1	2	-5	10	26	2	1	23.283
3	2	0	15	32	2	1	23.251
1	2	-5	0	26	1	1	23.25
3	2	0	15	40	2	1	23.208
3	2	0	15	40	2	1	23.19
3	2	0	15	25.11	2	1	23.187
1	2	-5	10	27	2	1	23.184
3	2	-5	10	26	2	1	23.1835
3	2	0	15	29.89	2	1	23.101
3	2	0	15	36	2	1	23.1
3	2	0	15	30	2	1	23.1
1	2	-5	0	25.4	1	1	23.09
3	2	0	15	4	2	1	23.0851
3	2	-5	10	26	2	1	23.084
3	3	-18	-10	30	1	1	23
1	2	-10	0	28	1	1	23
0	2	-5	0	25	1	1	23
1	2	-2	4	45.9	4	1	22.95
3	2	0	15	19.56	2	1	22.898
3	2	0	15	26	2	1	22.843
3	2	0	15	32	2	1	22.829
3	2	0	15	30	2	1	22.81
3	2	0	15	33	2	1	22.77
3	2	0	15	32	2	1	22.714
1	2	-5	0	25.5	1	1	22.6
3	2	-18	-12	22	1	1	22.591
1	2	0	4	2.11	4	1	22.584
3	1	0	15	30	2	1	22.58
3	2	0	15	30	2	1	22.58
3	2	0	15	40	2	1	22.55
1	2	-10	0	25	1	1	22.5
3	2	0	15	40	2	1	22.48
3	1	0	15	6	2	1	22.4
3	2	0	15	32	2	1	22.349
0	2	-5	0	26.9	1	1	22.34834
3	2	0	15	52	2	1	22.184
3	2	0	15	28	2	1	22.1
1	2	-10	0	28	1	1	22.05
3	2	0	15	20.31	2	1	22.012
3	2	0	15	42	2	1	22
3	2	0	15	33	2	1	22
3	2	0	15	32	2	1	22
3	3	0	15	30	2	1	22
3	3	0	15	27	2	1	22
3	3	0	15	26	2	1	22
1	2	-5	0	24	1	1	22
5	2	-5	10	23	2	1	22
5	2	-5	10	23	2	1	22
1	2	-5	0	22.5	1	1	22
3	2	0	15	20	2	1	22
1	2	-2	4	43.35	4	1	21.98017
3	2	0	15	38	2	1	21.933
3	2	0	15	34.2	2	1	21.833
3	2	0	15	41.3	2	1	21.75737
3	2	-5	10	27	2	1	21.756
3	2	-5	10	27	2	1	21.756
3	2	-5	10	27	2	1	21.691
3	2	0	15	30	2	1	21.632
3	2	0	15	30.09	2	1	21.597
3	2	-5	10	27	2	1	21.5915
3	2	0	15	31	2	1	21.562
2	3	-18	-10	25	1	1	21.5
3	2	0	15	25	2	1	21.5
3	2	-5	10	27	2	1	21.492
3	2	-5	10	26	2	1	21.458
3	2	-5	10	27	2	1	21.3925
3	2	0	15	33	2	1	21.384
3	2	0	15	39	2	1	21.37
3	2	0	15	4	2	1	21.35
3	2	0	15	4	2	1	21.34
3	2	0	15	21.94	2	1	21.338
3	2	0	15	10	2	1	21.33
3	2	0	15	25	2	1	21.32865
3	2	0	15	19.85	2	1	21.269
3	2	0	15	25.29	2	1	21.26
3	2	-18	0	8	2	1	21.15815
3	2	0	15	31	2	1	21.096
3	2	0	15	32.49	2	1	21.064
3	2	0	15	27.73	2	1	21.055
3	2	0	15	30	2	1	21.053
3	2	0	15	31	2	1	21.04
3	3	0	15	30	2	1	21
3	3	0	15	30	2	1	21
2	2	-18	0	28	1	1	21
1	2	-10	0	26	1	1	21
3	1	0	15	2.7	2	1	21
3	2	-5	0	26	1	1	20.995
2	2	-18	-10	27.5	1	1	20.993
3	2	0	15	30	2	1	20.97
3	2	0	15	46	2	1	20.95
3	2	0	15	30	2	1	20.94
3	2	0	15	33	2	1	20.849
3	2	0	15	30.26	2	1	20.827
3	2	0	15	40	2	1	20.75
3	2	0	15	32	2	1	20.748
3	2	0	15	20	2	1	20.73
0	2	-5	0	26	1	1	20.72
3	2	0	15	10	2	1	20.72
3	2	0	15	29.91	2	1	20.712
1	2	0	4	4.15	4	1	20.709
1	2	-10	0	26	1	1	20.707
3	2	0	15	30	2	1	20.7
1	2	-10	0	31	1	1	20.68
3	2	0	15	4	2	1	20.68
1	2	-5	0	25.5	1	1	20.6
3	2	0	15	29.38	2	1	20.574
3	2	0	15	40	2	1	20.535
3	2	0	15	32.45	2	1	20.502
3	2	0	15	32	2	1	20.5
5	2	-5	10	25.45	2	1	20.5
5	2	-5	10	25.34	2	1	20.5
5	2	-5	10	25.34	2	1	20.5
5	2	-5	10	25	2	1	20.5
3	2	0	15	27	2	1	20.499
0	2	-5	0	23	1	1	20.45
5	2	-5	0	26	1	1	20.39
3	3	-18	-10	24.6	1	1	20.39
3	2	0	15	30.27	2	1	20.381
3	2	0	15	48	2	1	20.347
5	2	-12	0	27	1	1	20.339
5	2	-5	10	23	2	1	20.339
3	2	0	15	35	2	1	20.3
3	3	0	15	35	2	1	20.3
3	3	0	15	20	2	1	20.3
3	2	0	15	31.3	2	1	20.261
3	2	0	15	4	2	1	20.242
3	2	0	15	33	2	1	20.196
3	2	0	15	35	2	1	20.19
3	2	0	15	30	2	1	20.136
1	2	-5	0	23.8	1	1	20.124
3	2	0	15	20.69	2	1	20.123
3	2	0	15	4	2	1	20.111
3	2	0	15	31	2	1	20.101
3	2	0	15	28.73	2	1	20.082
3	2	-12	-5	48	1	1	20.078
3	2	0	15	20	2	1	20.07
3	2	0	15	4	2	1	20.07
3	2	0	15	31.84	2	1	20.056
3	3	0	15	60	2	1	20
3	2	0	15	38	2	1	20
1	2	-18	-10	30	1	1	20
3	3	0	15	30	2	1	20
3	3	0	15	30	2	1	20
3	3	0	15	30	2	1	20
3	3	0	15	30	2	1	20
3	3	0	15	30	2	1	20
3	2	0	15	30	2	1	20
3	2	0	15	30	2	1	20
3	2	0	15	30	2	1	20
3	2	0	15	30	2	1	20
3	2	-5	-2	26.1	1	1	20
5	2	-5	10	25.54	2	1	20
0	2	-5	0	25.4	1	1	20
3	2	0	15	25	2	1	20
1	2	-5	0	24.6	1	1	20
3	3	0	15	20	2	1	20
3	3	0	15	5	2	1	20
3	2	0	15	3.5	2	1	20
1	2	0	4	13.11	3	1	19.979
3	2	0	15	32.62	2	1	19.963
3	3	0	15	19	2	1	19.96021
3	2	0	15	30	2	1	19.96
3	2	0	15	40	2	1	19.95
3	2	0	15	58	2	1	19.889
3	2	0	15	30	2	1	19.867
3	2	-18	-12	12.1	2	1	19.80364
3	2	0	15	25	2	1	19.8
3	2	-18	-12	18	1	1	19.76289
3	2	0	15	30.46	2	1	19.752
5	2	-5	0	25	1	1	19.72
3	3	0	15	19	2	1	19.72
3	2	0	15	16.5	2	1	19.7
3	2	0	15	20.59	2	1	19.671
1	2	-10	0	27	1	1	19.65
0	2	-5	0	22	1	1	19.65
3	3	0	15	19	2	1	19.624
3	3	0	15	19	2	1	19.62
3	2	0	15	28.2	2	1	19.607
3	2	0	15	33	2	1	19.602
1	3	-18	-10	24	1	1	19.6
3	3	-18	-10	24	1	1	19.6
1	3	-18	-10	24	1	1	19.6
3	2	0	15	40	2	1	19.58
1	2	0	4	3.64	3	1	19.553
1	2	-5	0	26	1	1	19.54
3	3	0	15	19	2	1	19.54
3	2	-5	10	32	2	1	19.53191
3	2	0	15	28.87	2	1	19.525
3	3	0	15	19	2	1	19.52
3	2	-18	-12	5	1	1	19.51584
3	2	0	15	30	2	1	19.5
1	2	0	4	3.52	4	1	19.478
3	2	0	15	30.05	2	1	19.472
3	2	0	15	30.97	2	1	19.47
3	2	0	15	27.9	2	1	19.424
5	2	-5	10	21.8	2	1	19.404
3	2	0	15	25.5	2	1	19.361
3	2	0	15	32.56	2	1	19.341
3	2	0	15	21.77	2	1	19.323
3	2	0	15	19.84	2	1	19.296
3	2	-18	-12	16	2	1	19.296
3	3	-18	-12	18.3	1	1	19.2019
3	2	0	15	32	2	1	19.2
3	2	0	15	32	2	1	19.2
3	2	0	15	33	2	1	19.1926
3	2	0	15	33.43	2	1	19.159
5	1	0	4	12	2	1	19.14894
5	1	0	8	12	1	1	19.14894
5	1	0	8	12	1	1	19.14894
3	2	0	15	19.97	2	1	19.096
3	3	0	15	19	2	1	19.0795
3	2	0	15	26.61	2	1	19.044
3	2	-5	10	35.5	2	1	19.035
3	3	-18	-10	25.6	1	1	19.03
1	2	-10	0	25.6	1	1	19.03
3	3	-18	-12	8	1	1	19.02222
3	3	0	15	33	2	1	19.008
3	2	0	15	33	2	1	19.008
3	2	-18	-12	16.3	1	1	19.00488
2	2	-5	0	28	1	1	19
3	3	0	15	19	2	1	19
3	3	0	15	19	2	1	19
3	3	0	15	19	2	1	19
3	3	0	15	19	2	1	19
3	2	-18	-15	14	2	1	19
3	1	0	15	2	2	1	19
3	2	0	15	28.07	2	1	18.98
5	3	-18	-10	27	1	1	18.98
1	2	0	4	0.11	4	1	18.965
3	2	0	15	29	2	1	18.963
3	2	0	15	30	2	1	18.96
1	2	-5	0	24.9	1	1	18.95
3	2	0	15	28	2	1	18.932
3	3	0	15	18	2	1	18.93
3	2	0	15	40	2	1	18.92
3	2	0	15	30	2	1	18.92
3	3	0	15	18	2	1	18.92
3	2	-5	10	26	2	1	18.905
3	3	0	15	54	2	1	18.9
1	2	-10	0	24.5	1	1	18.86
3	2	0	15	10	2	1	18.83
3	2	0	15	4	2	1	18.83
3	2	0	15	24.28	2	1	18.802
3	2	-5	10	34	2	1	18.80087
3	2	-18	-12	21	1	1	18.80087
5	2	0	4	3	4	1	18.8
1	2	-5	0	22.4	1	1	18.74
3	2	0	15	33	2	1	18.721
1	2	-5	0	25.9	1	1	18.72
3	2	0	15	25	2	1	18.71
1	2	-10	0	23.9	1	1	18.64865
3	2	0	15	30	2	1	18.62616
1	2	-10	5	53.958	3	1	18.6
1	2	-10	5	18.6	3	1	18.6
1	2	-10	5	16.8	4	1	18.6
1	2	-10	5	15.6	4	1	18.6
1	2	-10	5	13.186	3	1	18.6
1	2	-10	5	9.105	3	1	18.6
1	2	-10	5	9	4	1	18.6
1	2	-10	5	8.82	3	1	18.6
3	2	0	15	28	2	1	18.59
3	3	0	15	20	2	1	18.59
0	2	-5	0	26.5	1	1	18.58
3	2	-10	0	26	1	1	18.56285
3	2	0	15	20.65	2	1	18.553
1	2	0	4	3.04	4	1	18.548
1	2	-10	0	24	1	1	18.53
3	2	-18	-12	1.67	1	1	18.5165
3	2	0	15	6	2	1	18.51
3	2	0	15	25.82	2	1	18.509
5	2	-5	10	25.34	2	1	18.5
5	2	-5	10	25.34	2	1	18.5
5	2	-5	10	25.3	2	1	18.5
1	2	-10	0	20.9	1	1	18.5
1	2	0	4	6.87	4	1	18.496
1	2	-10	0	26	1	1	18.49
5	2	-5	10	24	2	1	18.47826
3	2	0	15	40	2	1	18.46
3	2	-5	10	31.6	2	1	18.43696
3	2	-18	-12	34.91	1	1	18.43554
3	2	-18	-12	2.67	1	1	18.43554
3	2	-18	-12	33.76	1	1	18.43474
3	2	-18	-12	2.7	1	1	18.43474
3	2	0	15	30	2	1	18.42
3	2	0	15	15	2	1	18.37
5	2	-4	0	20	4	1	18.3696
1	2	-5	10	26	2	1	18.36957
3	2	-18	-12	21.2	1	1	18.36526
1	2	-5	10	27	2	1	18.3632
3	2	-5	10	35	2	1	18.342
3	2	0	15	40	2	1	18.34
3	2	0	15	20.47	2	1	18.317
3	2	0	15	12.84	2	1	18.302
1	3	-18	-10	28	1	1	18.3
1	2	-10	0	24.6	1	1	18.3
3	2	0	15	20	2	1	18.3
3	2	0	15	19.13	2	1	18.284
1	2	0	4	2.42	4	1	18.278
1	2	-5	10	27	2	1	18.2634
3	2	0	15	31.07	2	1	18.258
3	2	0	15	33	2	1	18.2
5	2	0	4	8	2	1	18.2
3	2	0	15	37	2	1	18.16479
3	2	0	15	30	2	1	18.114
3	2	0	15	28.28	2	1	18.104
5	2	-18	-12	7.5	2	1	18.08511
5	2	2	6	0.83	1	1	18.08511
3	3	0	15	28.62	2	1	18.082
3	3	0	15	40	2	1	18
3	2	0	15	35	2	1	18
3	2	0	15	30	2	1	18
2	2	-5	0	28	1	1	18
2	2	-5	0	28	1	1	18
2	2	-5	0	28	1	1	18
2	2	-18	-10	28	1	1	18
2	2	-18	0	28	1	1	18
3	2	-10	-5	28	1	1	18
3	3	0	15	27	2	1	18
0	2	-5	0	27	1	1	18
1	2	-5	0	26	1	1	18
3	2	-18	-12	25	1	1	18
3	3	0	15	25	2	1	18
2	2	-18	0	25	1	1	18
1	2	-10	0	23.8	1	1	18
3	2	0	15	22.12	2	1	18
3	2	-18	-12	20	1	1	18
3	3	0	15	18	2	1	18
3	3	0	15	18	2	1	18
3	3	0	15	18	2	1	18
3	3	0	15	18	2	1	18
3	3	0	15	18	2	1	18
5	2	-18	-12	17.58	1	1	18
3	2	-18	-12	17.2	1	1	18
3	2	-18	-12	14	2	1	18
3	2	-18	-12	11.5	1	1	18
1	3	-8	0	0.33	4	1	18
1	3	-18	-10	26.5	1	1	17.99
3	3	0	15	18	2	1	17.97607
3	2	0	15	28.15	2	1	17.971
3	2	0	15	27	2	1	17.967
3	2	-18	-12	25	1	1	17.96406
3	2	0	15	27	2	1	17.96
3	2	0	15	20.53	2	1	17.943
3	2	0	15	10	2	1	17.924
3	2	0	15	10	2	1	17.924
3	2	0	15	10	2	1	17.924
3	2	0	15	10	2	1	17.924
3	2	0	15	9.99	2	1	17.906
3	2	0	15	28	2	1	17.904
3	2	-5	10	50	2	1	17.9
5	2	-5	10	35	2	1	17.9
3	2	-18	-12	18	1	1	17.89071
3	2	0	15	10	2	1	17.85
3	2	0	15	3.5	2	1	17.84
3	2	0	15	25	2	1	17.835
1	2	-10	0	24	1	1	17.835
3	2	0	15	19.11	2	1	17.808
3	2	0	15	9.93	2	1	17.799
3	2	0	15	33	2	1	17.79
3	2	0	15	33	2	1	17.79
3	2	-18	-12	25.74	2	1	17.78909
3	2	0	15	30.27	2	1	17.779
3	2	-18	-12	19	1	1	17.775
3	2	0	15	30	2	1	17.77
1	2	-10	0	26	1	1	17.7582
1	2	-5	0	25.4	1	1	17.7397
3	2	0	15	12	2	1	17.71
3	2	0	15	25.3	2	1	17.654
3	2	0	15	37.1	2	1	17.6418
5	2	2	6	3	4	1	17.621
1	2	-5	10	30	2	1	17.6087
1	2	0	5	2.89	4	1	17.585
3	2	-18	-12	32.08	1	1	17.58488
3	2	0	15	28	2	1	17.583
3	2	0	15	18.07	2	1	17.583
3	2	0	15	30	2	1	17.574
3	2	0	15	15	2	1	17.56
3	2	0	15	46.24	2	1	17.55126
3	2	0	15	25	2	1	17.55
3	2	0	15	16.36	2	1	17.53
3	2	0	15	20.17	2	1	17.506
3	2	-18	-12	28	1	1	17.5
2	2	-18	0	28	1	1	17.5
3	2	-18	-12	27	1	1	17.5
3	2	-18	-12	27	1	1	17.5
3	2	-18	-12	27	1	1	17.5
3	2	-18	-12	27	1	1	17.5
3	2	-18	-12	26.46	1	1	17.5
3	2	-18	-12	26	2	1	17.5
3	2	-18	0	26	1	1	17.5
3	2	-18	-10	26	1	1	17.5
3	2	-18	-10	26	1	1	17.5
3	2	-18	-12	25.6	1	1	17.5
1	2	-10	0	25.4	1	1	17.5
3	2	-18	-12	25	1	1	17.5
3	2	-18	-12	25	1	1	17.5
3	3	0	15	25	2	1	17.5
3	2	-18	-12	24.2	1	1	17.5
3	2	-18	-12	22.7	1	1	17.5
3	2	-18	-12	21	1	1	17.5
3	2	-18	-12	21	1	1	17.5
3	2	-18	-12	20.7	2	1	17.5
3	2	-18	-12	20.5	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	20	1	1	17.5
3	2	-18	-12	19.2	2	1	17.5
3	2	-18	-12	19	1	1	17.5
3	2	-18	-12	18	2	1	17.5
2	2	-18	-12	18	1	1	17.5
3	2	-18	-12	18	1	1	17.5
3	3	0	15	18	2	1	17.5
3	2	-18	-12	17.5	1	1	17.5
3	2	-18	-12	17.3	1	1	17.5
3	2	-18	-12	17.2	1	1	17.5
3	2	-18	-12	17	1	1	17.5
3	2	-18	-12	16.5	2	1	17.5
3	2	-18	-12	16.3	2	1	17.5
3	2	-18	-12	16.09	1	1	17.5
3	2	-18	-12	15.8	2	1	17.5
3	2	-18	-12	15.5	2	1	17.5
3	2	-18	-12	15.4	2	1	17.5
3	2	-18	-12	14.9	2	1	17.5
3	2	-18	-12	14.3	2	1	17.5
3	2	-20	-12	14	2	1	17.5
3	2	-18	-12	12.5	1	1	17.5
2	2	-18	0	12	1	1	17.5
3	2	-18	-12	9	1	1	17.5
3	2	-18	-12	8	1	1	17.5
3	2	2	6	6.5	1	1	17.5
3	2	2	6	4.4	1	1	17.5
5	2	2	6	3	4	1	17.5
3	2	2	6	3	4	1	17.5
3	2	2	6	3	4	1	17.5
3	2	-18	-12	2	2	1	17.5
3	2	2	6	1.55	4	1	17.5
3	2	2	6	0.22	1	1	17.5
3	2	0	15	9.73	2	1	17.44
3	2	0	15	9.73	2	1	17.44
3	2	-18	-12	33.44	1	1	17.43427
1	2	0	4	3.39	4	1	17.423
3	2	0	15	33.12	2	1	17.421
3	2	0	15	31.36	2	1	17.405
1	2	-10	5	24.3	4	1	17.4
3	2	-5	10	32	2	1	17.36653
3	2	0	15	19.19	2	1	17.364
3	2	-18	-12	17	1	1	17.34845
3	2	0	15	5	2	1	17.33
3	2	0	15	31.88	2	1	17.327
3	2	-20	-12	28.4	1	1	17.325
3	2	-18	-12	24.8	1	1	17.325
3	2	-18	-12	21	2	1	17.325
3	2	-18	-12	17.3	2	1	17.325
3	2	-18	-12	12	1	1	17.325
3	2	0	15	24.9	2	1	17.315
3	2	0	15	9.66	2	1	17.315
3	2	0	15	20	2	1	17.31
3	2	0	15	36	2	1	17.3
3	2	0	15	30	2	1	17.2902
3	2	0	15	30	2	1	17.28
3	2	0	15	24	2	1	17.266
1	2	-10	0	24	1	1	17.26
3	2	0	15	30.78	2	1	17.242
3	2	0	15	36	2	1	17.23344
3	2	0	15	25.01	2	1	17.213
3	2	0	15	9.6	2	1	17.207
3	2	0	15	9.6	2	1	17.207
3	2	0	15	33	2	1	17.204
3	2	0	15	40	2	1	17.2
3	2	0	15	30	2	1	17.2
3	2	0	15	9.59	2	1	17.189
3	2	0	15	26.8	2	1	17.157
3	2	0	15	9.57	2	1	17.154
3	2	0	15	9.57	2	1	17.154
1	2	0	4	3.2	3	1	17.151
1	2	0	4	0.12	4	1	17.147
3	2	0	15	9.56	2	1	17.136
3	2	0	15	30.87	2	1	17.134
3	2	0	15	13.01	2	1	17.128
3	2	0	15	31.08	2	1	17.122
3	2	0	15	22.65	2	1	17.121
3	2	0	15	9.55	2	1	17.118
1	2	0	8	28	2	1	17.11544
3	2	0	15	18.26	2	1	17.102
3	2	0	15	9.53	2	1	17.082
3	2	0	15	26.97	2	1	17.077
3	2	-5	10	17	2	1	17.077
3	2	-5	10	17	2	1	17.077
3	2	0	15	9.52	2	1	17.064
3	2	0	15	9.51	2	1	17.057
3	2	0	15	22.31	2	1	17.05
